번호,개방서비스명,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
163,병원,2000-09-22,3,폐업,3,폐업,2009-06-24,,,,041-950-5100,,325-810,충남 서천군 마서면 어리 191,,,서천푸른병원,2009-07-03 14:10,2018-08-31 23:59,병원,,,병원,5,0,142,0,101 104 106 107 113 124,"내과, 외과, 신경외과, 심장혈관흉부외과, 이비인후과, 직업환경의학과",,,,0,0,,,0,,시군구
164,병원,2000-12-28,3,폐업,3,폐업,2009-10-27,,,,041-955-5575,,325-900,충남 서천군 장항읍 화천리 323-1,,,복천의료재단성누가병원,2009-11-02 9:54,2018-08-31 23:59,병원,,,병원,4,0,140,0,101 102 104 105 106 108 109 110 111,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과",,,,0,0,,,0,,시군구
165,병원,2009-06-24,3,폐업,3,폐업,2011-08-09,2011-04-20,2011-10-19,,,,325-812,충청남도 서천군 마서면 어리 191번지 1호,,,서천한국병원,2011-08-09 13:40,2018-08-31 23:59,병원,173350.4332,284023.6908,병원,4,50,142,0,101 113 116 115,"내과, 이비인후과, 비뇨의학과, 영상의학과",,,,0,0,,,0,,시군구
166,병원,1988-06-03,1,영업/정상,13,영업중,,,,,041-951-8282,5146.43,325-806,충청남도 서천군 서천읍 사곡리 289번지 1호,충청남도 서천군 서천읍 서천로 184,33635,의료법인 서해병원,2024-01-15 13:10,2024-01-17 2:40,병원,171788.4592,287151.506,병원,18,22,79,5146.43,122 116 110 104 101,"내과, 외과, 산부인과, 영상의학과, 가정의학과",,,,0,0,,,0,,시도
167,병원,2006-09-08,1,영업/정상,13,영업중,,,,,041-951-8114,2349.75,325-821,충청남도 서천군 판교면 판교리 407번지 1호,충청남도 서천군 판교면 대백제로 2078,33615,서천사랑병원,2023-11-10 5:13,2023-11-12 2:40,정신병원,172340.6159,296497.6993,정신병원,9,29,148,2349.75,101 103,"내과, 정신건강의학과",,,,0,0,,,0,,시군구
168,병원,2007-01-29,1,영업/정상,13,영업중,,,,,041-953-7145,,,,충청남도 서천군 서천읍 삼산북길 56,33649,서천요양병원,2020-03-26 15:07,2020-03-28 2:40,요양병원(일반요양병원),,,요양병원(일반요양병원),19,45,199,15472.9,101 104 105 113 114 301,"내과, 외과, 정형외과, 이비인후과, 피부과, 한방내과",,,,0,0,,,0,,시군구
169,병원,1900-01-01,1,영업/정상,13,영업중,,,,,041-950-5200,6589.72,325-812,충청남도 서천군 마서면 어리 191번지 1호,충청남도 서천군 마서면 어리길 205-7,33654,서천한국요양병원,2023-12-14 10:54,2023-12-16 2:40,요양병원(일반요양병원),173350.4332,284023.6908,요양병원(일반요양병원),22,53,196,6589.72,301 122 118 110 105 104 101,"내과, 외과, 정형외과, 산부인과, 병리과, 가정의학과, 한방내과",,,,0,0,,,0,,시도
170,병원,2017-12-12,1,영업/정상,13,영업중,,,,,041-952-7147,,,,"충청남도 서천군 화양면 활산로 245, 동서천요양병원",33630,동서천요양병원,2020-12-17 16:28,2020-12-19 2:40,요양병원(일반요양병원),182691.2051,285127.0646,요양병원(일반요양병원),9,26,96,2180.52,308 307 305 301 114 113 105 104 101,"내과, 외과, 정형외과, 이비인후과, 피부과, 한방내과, 한방신경정신과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
171,병원,2005-09-26,3,폐업,3,폐업,2013-07-25,2013-02-04,2013-07-03,,944-1147,,345-804,충청남도 청양군 청양읍 읍내리 331번지 4호,충청남도 청양군 청양읍 중앙로 21,,의료법인덕수재단중앙병원,2013-07-25 13:16,2018-08-31 23:59,병원,182197.4797,327573.8528,병원,2,0,36,1069,101 105,"내과, 정형외과",,,,0,0,,,0,,시군구
172,병원,2006-09-27,1,영업/정상,13,영업중,,,,,041-943-8114,2158,345-801,충청남도 청양군 청양읍 송방리 358번지 4호,충청남도 청양군 청양읍 칠갑산로 157,33339,의료법인 연훈의료재단 청양훈요양병원,2023-11-02 9:57,2023-11-04 2:40,요양병원(일반요양병원),,,요양병원(일반요양병원),13,21,99,2158,308 122 115 114 104 101,"내과, 외과, 피부과, 비뇨의학과, 가정의학과, 침구과",,,,0,0,,,0,,시군구
173,병원,2012-10-24,1,영업/정상,13,영업중,,,,,041-944-1277,,,,충청남도 청양군 청양읍 중앙로 151,33328,의료법인 가온의료재단 청양요양병원,2021-11-04 16:38,2021-11-06 2:40,요양병원(일반요양병원),182284.8367,328046.5672,요양병원(일반요양병원),9,18,98,1787.95,101 104 110 111 301,"내과, 외과, 산부인과, 소아청소년과, 한방내과",,,,0,0,,,0,,시군구
174,병원,2014-10-20,4,취소/말소/만료/정지/중지,24,직권폐업,2020-08-28,,,,041-944-1077,,,,충청남도 청양군 청양읍 중앙로 21,33332,칠갑산의료재단 중앙병원,2020-08-28 17:05,2020-08-30 2:40,병원,182197.4797,327573.8528,병원,3,6,47,937.73,101 105 104 122 120 116 118,"내과, 외과, 정형외과, 영상의학과, 병리과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
175,병원,2012-02-14,3,폐업,3,폐업,2019-06-01,,,,041-633-9998,,350-801,충청남도 홍성군 홍성읍 고암리 577번지 6호,충청남도 홍성군 홍성읍 조양로 244,32233,안회당요양병원,2019-06-03 11:18,2019-06-05 2:40,요양병원(일반요양병원),170998.3304,344334.0341,요양병원(일반요양병원),9,14,72,373.59,101 120 301 306,"내과, 재활의학과, 한방내과, 한방재활의학과",,,,0,0,,,0,,시군구
176,병원,2003-03-28,3,폐업,3,폐업,2021-02-01,,,,041-630-6593,,,,충청남도 홍성군 홍성읍 조양로 224,32232,충청남도도립홍성노인전문병원,2021-02-01 18:25,2021-02-03 2:40,요양병원(노인병원),170791.4787,344251.4483,요양병원(노인병원),14,10,50,1424,122 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 가정의학과",,,,0,0,,,0,,시군구
177,병원,2003-08-08,3,폐업,3,폐업,2013-08-08,,,,041-632-0001,,350-801,충청남도 홍성군 홍성읍 고암리 1022번지,충청남도 홍성군 홍성읍 조양로 231,350-801,홍성한방병원,2014-01-23 14:25,2018-08-31 23:59,한방병원,170863.97,344364.1139,한방병원,2,4,31,485.1,301 302 303 304 305 308 307 306 109,"마취통증의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
178,병원,2007-11-12,3,폐업,3,폐업,2011-07-14,,,,041-642-0003,,350-881,충청남도 홍성군 은하면 금국리 530-1,,,로뎀요양병원,2011-07-15 13:05,2018-08-31 23:59,요양병원(일반요양병원),,,요양병원(일반요양병원),2,8,38,244.32,101 105 104,"내과, 외과, 정형외과",,,,0,0,,,0,,시군구
179,병원,2009-04-28,3,폐업,3,폐업,2009-07-28,,,,041-631-7900,,350-807,충청남도 홍성군 홍성읍 오관리 487번지 1호,,,홍성고려병원,2009-07-30 11:08,2018-08-31 23:59,병원,169678.4613,343945.4574,병원,2,0,35,541.01,106 122,"신경외과, 가정의학과",,,,0,0,,,0,,시군구
180,병원,2009-12-15,3,폐업,3,폐업,2016-05-17,,,,041-631-7900,,350-817,충청남도 홍성군 홍성읍 오관리 487번지 1호,충청남도 홍성군 홍성읍 문화로 97,32237,새누리병원,2016-05-16 13:57,2018-08-31 23:59,병원,169678.4613,343945.4574,병원,4,11,42,2548.6,105 106,"정형외과, 신경외과",,,,0,0,,,0,,시군구
181,병원,2010-09-14,3,폐업,3,폐업,2013-12-27,,,,041-632-2332,,350-809,충청남도 홍성군 홍성읍 월산리 529번지 5호,충청남도 홍성군 홍성읍 감계로 130,350-809,홍주요양병원,2013-12-27 12:58,2018-08-31 23:59,요양병원(일반요양병원),167759.4383,344523.2046,요양병원(일반요양병원),9,35,280,712.96,301 304 122,"가정의학과, 한방내과, 한방안·이비인후·피부과",,,,0,0,,,0,,시군구
182,병원,1983-07-26,1,영업/정상,13,영업중,,,,,041-630-6251,,350-800,충청남도 홍성군 홍성읍 고암리 572-3,충청남도 홍성군 홍성읍 조양로 224,32232,충청남도홍성의료원,2024-01-11 9:58,2024-01-13 2:40,종합병원,170791.4787,344251.4483,종합병원,31,95,364,0,406 125 124 122 120 119 116 115 114 113 112 111 110 109 108 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과, 치주과",,,,0,0,,,0,,시도
183,병원,2011-07-14,1,영업/정상,13,영업중,,,,,041-642-0001,,,,충청남도 홍성군 은하면 구성남로 381,350-881,장수요양병원,2021-12-31 11:08,2022-01-02 2:40,요양병원(일반요양병원),,,요양병원(일반요양병원),13,41,199,2603.16,301 122 105 104 102 101,"내과, 신경과, 외과, 정형외과, 가정의학과, 한방내과",,,,0,0,,,0,,시군구
184,병원,2013-12-27,1,영업/정상,13,영업중,,,,,041-632-2332,,,,충청남도 홍성군 홍성읍 백월로 130,32249,홍주요양병원,2022-06-02 11:44,2022-06-04 2:40,요양병원(일반요양병원),,,요양병원(일반요양병원),26,43,235,3484.6,308 305 301 106 104 101,"내과, 외과, 신경외과, 한방내과, 한방신경정신과, 침구과",,,,0,0,,,0,,시군구
185,병원,2012-12-31,1,영업/정상,13,영업중,,,,,041-631-7541,2144.91,,충청남도 홍성군 홍성읍 오관리 309번지 1호,"충청남도 홍성군 홍성읍 홍성천길 214, 두리프라자 4-6층",32231,신동환병원,2024-01-19 9:13,2024-01-21 2:40,정신병원,170165.1784,344480.803,정신병원,7,25,107,2144.91,103,정신건강의학과,,,,0,0,,,0,,시군구
186,병원,2008-02-15,1,영업/정상,13,영업중,,,,,041-631-2757,,350-807,충청남도 홍성군 홍성읍 오관리 284-1,충청남도 홍성군 홍성읍 조양로143번길 11,32222,의료법인 디와이 의료재단 홍성요양병원,2022-09-21 18:13,2022-09-23 2:40,요양병원(일반요양병원),170018.8397,344614.9947,요양병원(일반요양병원),15,34,197,5990.89,308 301 104 101,"내과, 외과, 한방내과, 침구과",,,,0,0,,,0,,시군구
187,병원,2010-07-01,1,영업/정상,13,영업중,,,,,041-634-2088,3333.44,,,"충청남도 홍성군 홍성읍 대내길 97, 홍성한국병원",32217,홍성한국병원,2024-01-05 5:13,2024-01-07 2:40,정신병원,170808.326,345817.013,정신병원,13,70,189,3333.44,103,정신건강의학과,,,,0,0,,,0,,시군구
188,병원,1994-01-08,4,취소/말소/만료/정지/중지,24,직권폐업,2012-02-09,,,,041-634-5042,,350-808,"충청남도 홍성군 홍성읍 옥암리 124-5,117-2,산154-11",,,의료법인평화의료재단 홍주병원,2012-02-09 9:31,2018-08-31 23:59,병원,,,병원,4,24,78,2757,101 105 109 104,"내과, 외과, 정형외과, 마취통증의학과",,,,0,0,,,0,,시군구
189,병원,2018-04-25,3,폐업,3,폐업,2019-01-21,,,,041-334-1275,,,충청남도 예산군 예산읍 산성리 648번지 3호,충청남도 예산군 예산읍 금오대로 49-5,32428,예산요양병원,2019-01-22 15:06,2019-01-24 2:40,요양병원(일반요양병원),185065.7367,354752.15,요양병원(일반요양병원),4,19,91,2878.95,301 122 120 101,"내과, 재활의학과, 가정의학과, 한방내과",,,,0,0,,,0,,시군구
190,병원,2007-08-21,3,폐업,3,폐업,2011-10-31,,,,041-332-9500,,340-803,예산읍 산성리 648,충청남도 예산군 예산읍 금오대로 49-5,340-800,현대한방병원,2020-10-28 10:50,2020-10-30 2:40,한방병원,185065.7367,354752.15,한방병원,3,10,53,2051.15,301 302 303 304 305 306,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과",,,,0,0,,,0,,시군구
191,병원,2011-11-30,3,폐업,3,폐업,2012-06-07,,,,041-332-9500,,340-803,충청남도 예산군 예산읍 산성리 648번지,충청남도 예산군 예산읍 금오대로 49-5,340-805,연세효요양병원,2020-10-28 11:06,2020-10-30 2:40,요양병원(일반요양병원),185053.7082,354745.3252,요양병원(일반요양병원),2,12,65,876.92,102 106 105 120 101 306 301 308 305,"내과, 신경과, 정형외과, 신경외과, 재활의학과, 한방내과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
192,병원,1994-04-04,3,폐업,3,폐업,2005-12-21,,,,041-000-0000,,340-802,충청남도 예산군 예산읍 관작리 333번지 7호,,,예산중앙병원,2020-10-28 11:11,2020-10-30 2:40,종합병원,185116.1922,356932.435,종합병원,1,0,218,0,101 104 105 106 119 116 109 122 108 110,"내과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 영상의학과, 진단검사의학과, 가정의학과",,,,0,0,,,0,,시군구
193,병원,2022-06-15,3,폐업,3,폐업,2023-09-19,,,,041-338-9119,900.7,,충청남도 예산군 예산읍 주교리 109,"충청남도 예산군 예산읍 마상길 9, 4층",32441,신요양병원,2023-09-21 9:39,2023-09-23 2:40,요양병원(일반요양병원),185120.8662,352992.4649,요양병원(일반요양병원),4,16,55,900.7,122 108 105 101,"내과, 정형외과, 성형외과, 가정의학과",,,,0,0,,,0,,시군구
194,병원,2007-06-19,1,영업/정상,13,영업중,,,,,041-330-4000,,340-803,예산읍 산성리 189-2,충청남도 예산군 예산읍 금오대로 94,32432,의료법인 예당의료재단 예산종합병원,2022-06-28 15:37,2022-06-30 2:40,종합병원,185431.6297,354439.7381,종합병원,32,41,176,7847.66,119 116 110 109 108 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 영상의학과, 진단검사의학과",,,,0,0,,,0,,시군구
195,병원,2021-09-23,1,영업/정상,13,영업중,,,,,041-338-9119,3044.71,,충청남도 예산군 예산읍 주교리 109,충청남도 예산군 예산읍 마상길 9,32441,의료법인 모두온의료재단 메디플러스병원,2023-08-29 16:16,2023-08-31 2:40,병원,185120.8662,352992.4649,병원,5,24,50,3044.71,105 101,"내과, 정형외과",,,,0,0,,,0,,시군구
196,병원,2021-04-29,2,휴업,2,휴업,,2024-01-11,2025-01-10,,041-400-7171,2419,,,충청남도 태안군 태안읍 정주내1길 13-0 (혜민한방병원),32144,혜민한방병원,2024-01-04 14:09,2024-01-06 2:40,한방병원,137813.9506,360637.9221,한방병원,4,29,96,2419,101 102 103 105 106 111 113 122 301 302 303 304 305 306 307 308,"내과, 신경과, 정신건강의학과, 정형외과, 신경외과, 소아청소년과, 이비인후과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
197,병원,2005-02-15,3,폐업,3,폐업,2009-07-17,,,,041-675-8275,,357-900,충청남도 태안군 태안읍 남산리 32-4,,,행복한병원,2009-07-17 14:03,2018-08-31 23:59,병원,,,병원,2,19,96,2729,101 111 114 115 122 120 102 116,"내과, 신경과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
198,병원,2005-04-20,3,폐업,3,폐업,2009-01-20,,,,041-674-2100,,357-900,충청남도 태안군 태안읍 동문리 93-3,,,태안병원,2009-01-20 15:21,2018-08-31 23:59,요양병원(일반요양병원),,,요양병원(일반요양병원),2,14,80,2419.32,122 120 104 114 115,"외과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
199,병원,2007-10-30,3,폐업,3,폐업,2013-01-15,,,,672-1009,,357-940,충청남도 태안군 근흥면 두야리 404-10,충청남도 태안군 근흥면 서해로 1277,357-942,서해안요양병원,2014-07-25 14:30,2018-08-31 23:59,요양병원(일반요양병원),133775.6718,362588.3549,요양병원(일반요양병원),2,7,59,19127,101 102 120 122 104,"내과, 신경과, 외과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
200,병원,2008-05-30,3,폐업,3,폐업,2009-02-05,,,,041-674-8972,,357-900,충청남도 태안군 태안읍 남문리 576-18,,,길한방병원,2009-02-05 13:21,2018-08-31 23:59,한방병원,,,한방병원,1,8,40,660.05,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
201,병원,2011-03-15,3,폐업,3,폐업,2014-02-11,,,,674-1919,,357-905,충청남도 태안군 태안읍 동문리 902번지 14호,충청남도 태안군 태안읍 정주내1길 13,357-905,태안요양병원,2014-02-12 9:33,2018-08-31 23:59,요양병원(일반요양병원),137813.9506,360637.9221,요양병원(일반요양병원),13,31,189,2419.32,101 104 120 301 308,"내과, 외과, 재활의학과, 한방내과, 침구과",,,,0,0,,,0,,시군구
202,병원,2011-12-03,3,폐업,3,폐업,2013-08-29,,,,672-9988,,357-901,충청남도 태안군 태안읍 남문리 627번지 1호,충청남도 태안군 태안읍 환동로 31,357-900,해오름요양병원,2014-07-25 14:32,2018-08-31 23:59,요양병원(일반요양병원),136721.8992,361207.7093,요양병원(일반요양병원),5,17,109,1017.21,101 102 109 122,"내과, 신경과, 마취통증의학과, 가정의학과",,,,0,0,,,0,,시군구
